Tarif_Adi,Kategori,Malzemeler,Yapilis_Adimlari
Kağıtta Levrek,ana yemek,levrek patates soğan sarımsak defne yaprağı tane karabiber limon dilimi tereyağı zeytinyağı yağlı kağıt tuz,"Levrek balığının pullarını ve içini temizleyin. Patatesin ve soğanın kabuğunu soyun. Soğanı ay şeklinde ince ince doğrayın. Patatesi çok kalın olmayacak şekilde dilimleyin. Sebzeleri bir kap içine koyun. Üzerine damak tadınıza göre tuz ve 2 yemek kaşığı zeytinyağı koyup, eliniz ile güzelce harmanlayın. Yağlı kağıdı tezgah üzerine serin. Sebzeleri yağlı kağıdın orta kısmına koyup, hafifçe yayın. Sebzelerin üzerine levrek balığını yerleştirin. Balığın üzerini ve iç kısmını damak tadınıza göre tuzlayın. Balığın iç kısmına ve üzerine küçük küçük tereyağı parçaları koyun. Balığın iç kısmına doğradığınız soğanlardan biraz koyun. 3 adet de limon dilimi yerleştirin. Ardından balığın üzerine 2 adet limon dilimi ve 1 adet defne yaprağı koyun. Biraz tane karabiber serpiştirip, 2-3 yemek kaşığı zeytinyağını gezdirerek, dökün. Hazırladığınız kağıtta levrek balığını yağlı kağıtla beraber hiç hava almayacak şekilde yanlardan katlayarak güzelce sarın. Ardından rahatça sığabileceği bir fırın kabı içerisine yerleştirin. Önceden ısıtılmış 180 derece fırına verin. Kendi suyu ile birlikte yaklaşık 25 dakika kadar pişirin."
Kavanoz Kebabı,ana yemek,kuşbaşı doğranmış dana eti orta boy soğan küçük boy patates küçük boy kırmızı biber yeşil biber küçük boy havuç orta boy kültür mantarı sarıkmsak tere yağı domates salçası zeytinyağı su tuz karabiber kekik kimyon,"Soğan, patates ve havucun kabuğunu soyup, küçük olmayacak şekilde küpler halinde kesin. Kırmızı biber ve yeşil biberin çekirdek kısımlarını temizleyip, orta büyüklükte küpler halinde kesin. Sarımsağın kabuğunu soyup, bütün kullanmak üzere kenara alın. Kültür mantarını iri küpler halinde kesin. 2 adet orta boy kavanoz içine öncelikle doğranmış mantar, sarımsak, soğan ve havucu eşit bir şekilde koyun. Ardından 600 gr kuşbaşı doğranmış eti her iki kavanoz içine 300 gr gelecek şekilde ekleyin. Daha sonra etlerin üzerine doğranmış patates, havuç ve biberleri koyun. Kavanozları doldurma işlemi bittikten sonra üzerlerine birer tatlı kaşığı tereyağı ekleyin. Bir kaba 1 yemek kaşığı domates salçası koyun. Üzerine 4-5 yemek kaşığı zeytinyağı, damak tadınıza göre tuz, karabiber, kimyon ve kekik ekleyin. Son olarak 1 ya da 1 buçuk su bardağı arası su döküp, sosu iyice karıştırın. Hazırladığınız salçalı sosu kavanoz kebabının üzerine paylaştırın. Son olarak kavanozların ağzına öncelikle yağlı kağıt koyun. Yağlı kağıdın üzerini alimünyum folyo ile sıkıca kapatın. İsteğe göre kavanozların ağzını kapağı ile de kapatabilirsiniz. Kavanozda kebapları önceden ısıtılmış 200 derece fırına verin. Yaklaşık 1-1 buçuk saat kadar pişirin. Kavanoz kebabı piştikten sonra fırından çıkartıp, 15 dakika kadar dinlenmeye bırakın. Daha sonra kebabı servis tabağına koyup, sıcak olarak servis edebilirsiniz."
Kıymalı Rulo Patates,ana yemek,patates kaşar peynir yumurta maydanoz tuz karabiber kıyma soğan sarımsak kırmızı kapya biber yeşil biber domates domates salçası zeytinyağı su,"Patatesleri soyup, yıkayın ve rendeleyin. Rendelediğiniz patateslerin suyunu iyice sıkıp, derin bir kap içine koyun. Üzerine yumurta, kaşar peynir, maydanoz, tuz ve karabiber ekleyin. Tüm malzemeleri güzelce karıştırın. Hazırladığınız patatesli harcı yağlı kağıt serili fırın tepsisi içine koyun. Patatesleri dikdörtgen olacak şekilde yaklaşık 1 cm kalınlığında yayın. Önceden ısıtılmış 180 derece fırına verin. Altı ve üzeri güzelce kızarana kadar pişirin. Diğer tarafta iç harcı için; geniş bir tava içine zeytinyağı döküp, ısıtın. Yağın üzerine kıyma koyun. Kıymayı sürekli karıştırarak, pişirin. Pişen kıymanın üzerine soğan, sarımsak, kırmızı kapya biber ve yeşil biber ekleyin. Kıymalı harcı sürekli karıştırarak, 2-3 dakika kavurun. Ardından domates salçası koyup, tekrar güzelce karıştırın. Daha sonra tavaya domates, tuz, karabiber, kırmızı toz biber ve su koyun. Tüm malzemeleri karıştırdıktan sonra kıyma suyunu çekene kadar pişirmeye devam edin. Son olarak kıymalı harcın üzerine maydanoz ekleyip, güzelce karıştırın. Altı ve üzeri kızaran patatesi fırından çıkartın. Patatesin üzerine kıymalı harcı koyup, her tarafına gelecek şekilde yayın. Ardından yağlı kağıt yardımı ile patatesi rulo şeklinde güzelce sarın. Patatesi rulo yaptıktan sonra dikkatli bir şekilde tepsinin orta kısmına alın. Üzerine bolca rendelenmiş kaşar peynir serpiştirin. Önceden ısıtılmış 180 derece fırına verip, üzeri güzelce kızarana kadar pişirin."
Kolay Pizza,ana yemek,yoğurt zeytinyağı yumurta tuz toz şeker kabartma tozu un domates püresi domates salçası zeytinyağı (sos için) balzamik sirke kekik fesleğen karabiber tuz (sos için) sarimsak rendelenmis kaşar peynir,"Derin bir kap içine 1 adet yumurta kırın. Yumurtanın üzerine 1 su bardağı yoğurt, yarım çay bardağı zeytinyağı, 1 tatlı kaşığı tuz ve 1 tatlı kaşığı toz şeker ekleyin. Kaptaki malzemelerin iyice karışmasını sağlayın. Ardından kaba 1 paket kabartma tozu ve 3 buçuk su bardağı unu azar azar dökün. Ele yapışmayan yumuşak bir hamur elde edene kadar yoğurun. Yoğurduğunuz pizza hamurunu tezgah üzerine alıp, 2 eşit parçaya bölün. 2 eşit parçaya böldüğünüz hamurları düzgün bezeler yapın. Hamurların üzerini kapatıp, 5-10 dakika kadar dinlenmeye bırakın. Pizza hamurunun sosu için; orta boy bir kase içine 1 su bardağı domates püresi koyun. Üzerine 1 yemek kaşığı dolusu domates salçası, 2 yemek kaşığı zeytinyağı, 1 tatlı kaşığı balzamik sirke, 1 tatlı kaşığı kekik, 1 tatlı kaşığı fesleğen, 1 çay kaşığı karabiber, 1 tatlı kaşığı tuz ve 1 diş ezilmiş sarımsak koyun. Tüm sos malzemelerinin iyice karışmasını sağlayın. Diğer tarafta hazırladığınız pizza hamurlarından birini alıp, hafifçe un serptiğiniz tezgah üzerine koyun. Hamuru istediğiniz büyüklükte merdane yardımıyla açın. Açtığınız hamuru dikkatli bir şekilde alıp, yağlı kağıt üzerine koyun. Hamuru yağlı kağıt ile birlikte fırın telinin üzerine yerleştirin. Hamurun üzerine hazırladığınız sosun yarısını sürün. Sosun üzerine rendelenmiş kaşar peynir serpiştirin. Hazırladığınız pizzayı fırın teli ile birlikte alın. Önceden ısıtılmış alt üst ayarlı 190 derece fırının en alt rafına koyun. Altı ve üzeri güzelce kızarana kadar yaklaşık 25 dakika pişirin."
Mantar Soslu Köfte,ana yemek,köftelik kıyma yumurta soğan galeta unu maydanoz tuz karabiber kekik kimyon mantar kırmızı kapya biber çarliston biber sarımsak un tere yağı zeytinyağı sıvı krema süt rendelenmiş kaşar peynir,Köfte harcını hazırlayın. Köftelere şekil verin. Köfteleri pişirin. Sos için sebzeleri kavurun. Sos için krema ve süt ekleyin. Köftelerin üzerine sosu dökün. Üzerine rendelenmiş kaşar peynir serpiştirin. Fırında pişirin.
Patlıcan Oturtma,ana yemek,bostan patlıcanı kıyma soğan sarıkmsak biber salçası domates salçası domates sivri biber zeytinyağı tuz karabiber,"Patlıcan oturtma yapımı için; 2 adet bostan patlıcanın sap kısımlarını kesip, alacalı soyun. Patlıcanları 1 parmak kalınlığında halkalar şeklinde kesip, tuzlu su içerisinde 10-15 dakika bekletin. Daha sonra acı suyunu süzüp, patlıcanları iyice kurulayın. Kuruladığınız patlıcanları kızgın yağ içinde güzelce kızartın. Kızaran patlıcanları kağıt havlu üzerine alıp yağının süzülmesini sağlayın. Geniş bir tavaya 4 yemek kaşığı zeytinyağı koyun. 1 adet ince ince doğranmış soğan ve 2 diş sarımsak ekleyip, 1-2 dakika kadar kavurun. Ardından 200 gr kıyma koyup, rengi değişene kadar sürekli karıştırarak, kavurmaya devam edin. Kavrulan kıymanın üzerine 2 adet orta boy küpler halinde doğranmış domates ekleyip, hafifçe yumuşayana kadar pişirin. Son olarak kıymalı harcın üzerine 1 çay kaşığı biber salçası ve 1 çay kaşığı domates salçası ekleyin. Kıymalı harcı 3-4 dakika sürekli karıştırarak, pişirmeye devam edin. Ardından damak tadınıza göre tuz ve karabiberi de koyup, karıştırın. Orta boy bir fırın kabı içine kızaran patlıcanların yarısını bir sıra yerleştirin. Üzerlerine kıymalı harcı eşit bir şekilde paylaştırın. Kıymalı harcın üzerine tekrardan bir patlıcan dilimi yerleştirin. Patlıcan oturtmanın üzerine domates ve biber dilimleri yerleştirin. İsteğe göre yemeğin üzerine az miktar salçalı su hazırlayıp, dökebilirsiniz. Hazırladığınız patlıcan oturtma yemeğini önceden ısıtılmış 180 derece fırına verin. Yaklaşık 15 dakika kadar pişirin."
Söğürme Kebabı,ana yemek,dana döş kıyma soğan sarımsak süt galeta unu tuz karabiber kimyon kırmızı toz biber patlıcan kırmızı kapya biber zeytinyağı tereayağı,Patlıcanları ve kapya biberleri fırında közleyin. Köfte harcını hazırlayın. Köfte harcını buzdolabında dinlendirin. Patlıcanları ve kapya biberleri soyun. Köfteleri şekillendirin. Köfteleri fırında pişirin. Söğürme karışımını hazırlayın. Servis yapın.
Tavuklu Sebze Kebabı,ana yemek,tavuk göğsü domates patates soğan kırmızı kapya biber yeşil biber zeytinyağı domates salçası su tuz karabiber kekik kırmızı toz biber kırmızı pul biber,"Tavuk göğsünü, domates, soğan, kırmızı kapya biber ve yeşil biberi küpler şeklinde doğrayın. Derin bir kap içine doğranmış kuru soğan, kırmızı biber ve yeşil biberleri koyun. Doğranmış domates ve patatesleri ekleyin. Kaba yarım kilo küpler şeklinde doğranmış tavuk göğsünü de ekleyin. Malzemelerin üzerine damak tadınıza göre tuz, karabiber, kırmızı toz biber, kırmızı pul biber ve kekik koyun. 4-5 yemek kaşığı zeytinyağı dökün. 1 yemek kaşığı domates salçasını yarım çay bardağı su ile açın. Açtığınız salçayı malzemelerin üzerine ekleyin. Tüm malzemelerin güzelce karışmasını sağlayın. Hazırladığınız tavuklu sebze karışımını geniş bir fırın tepsisi içine koyup, güzelce yayın. Üzerini hafifçe ıslattığınız yağlı kağıt ile kapatın. Önceden ısıtılmış 190 derece fırına verin. Yaklaşık 30-35 dakika kadar pişirin. Tavuklu sebze kebabı piştikten sonra üzerindeki yağlı kağıdı alıp, tekrardan fırına verin. Üzeri hafifçe kızarana kadar 5-10 dakika daha pişirin."
Tepsi Pizzası,ana yemek,ılık süt toz şeker instant kuru maya yumurta sıvı yağ tuz un domates salçası kekik karabiber sarımsak zeytinyağı ılık su mantar sucuk kırmızı biber yeşil biber yeşil zeytin rendelenmiş kaşar peynir,"1 tepsilik pizza hamuru için; öncelikle derin bir kap içine 1 su bardağı ılık süt dökün. Üzerine 1 yemek kaşığı toz şeker ve 1 paket instant kuru maya ekleyip, iyice karıştırın. Mayanın kabarması için 5 dakika bekletin. Ardından kabaran mayanın üzerine 1 adet yumurta kırın. 1 çay bardağı sıvı yağ ve 1 tatlı kaşığı tuz koyup, iyice karıştırın. Tarifte kullanılan su bardağı ölçüsü 200 ml dir. Çay bardağı ölçüsü 100 ml dir.Daha sonra kaba 3 buçuk - 4 su bardağı kadar unu azar azar ekleyin. Ele hafifçe yapışan yumuşak bir hamur elde edene kadar yoğurun. Ardından pizza hamurunun üzerini kapatıp, ılık bir yerde yaklaşık 1 saat kadar mayalanmaya bırakın. Diğer tarafta pizza hamurunun sosu için; bir kaba 1 yemek kaşığı domates salçası koyun. Üzerine az miktar karabiber, 1 tatlı kaşığı kekik, 1 diş rendelenmiş sarımsak ve 3 yemek kaşığı zeytinyağı koyup, iyice karıştırın. Ardından sosun üzerine yarım küçük çay bardağı ılık suyu azar azar döküp, rahatça sürülebilen bir kıvam elde edene kadar karıştırın. Sos çok fazla sıvı olmasın. Karışık pizzanın üzerinde kullanacağınız miktarda mantar, sucuk, yeşil zeytin, yeşil biber ve kırmızı biberi çok küçük olmayacak şekilde dilimleyin. Mayalanan pizza hamurunu tezgah üzerine alıp, 2-3 kere yoğurun. Diğer tarafta büyük boy fırın tepsisinin tabanını ve kenar kısımlarını sıvı yağ ile iyice yağlayın. Pizza hamurunu tepsinin orta kısmına koyup, hamuru eliniz ile eşit bir şekilde yayın. Pizza hamurunun üzerine hazırladığınız sosu her yerine gelecek şekilde güzelce yayın. Sosun üzerine bolca rendelenmiş kaşar peynir serpiştirin. Son olarak tepsi pizzasının üzerine kullanacağınız miktarda mantar, yeşil zeytin, yeşil biber, kırmızı biber ve sucuk dilimlerini yerleştirin. Bu pizza malzemeleri haricinde isteğe göre mısır, siyah zeytin, domates, pastırma, beyaz peynir ve sosis dilimleri de ekleyebilirsiniz. Hazırladığınız fırın tepsisinde pizzayı önceden ısıtılmış alt üst ayarlı 190 derece fırına verin. Yaklaşık 15 dakika pişirin. Hamurun pişip, pişmediğini mutlaka kontrol edin. Pizza piştikten sonra fırından çıkartıp, üzerine bolca rendelenmiş kaşar peynir serpiştirin. Pizzayı tekrar fırına verip, kaşar peynirler eriyene kadar yaklaşık 2 dakika kadar pişirin. Tepsi pizzası piştikten sonra fırından çıkarın. Dilimleyip, sıcak olarak servis edebilirsiniz."
Beşamel Soslu Brokoli Yemeği,ana yemek,brokoli tereyağı un süt tuz karabiber rendelenmiş kaşar peynir,"Brokoliyi kalın kök kısımlarından ayırmak ve çiçeklerine ayırın. Brokoliyi iyice yıkayın. Derin bir tencereye su koyun ve az miktar tuz ekleyin. Kaynamaya bırakın. Kaynayan suyun içine brokoliyi koyun ve 6-7 dakika kadar haşlayın. Beşamel sos için; küçük bir tencereye 2 yemek kaşığı tereyağı koyup, eritin. Yağın üzerine 2 yemek kaşığı un ekleyin ve unun hafifçe kokusu çıkana kadar 2 dakika kavurun. Kavrulan unun üzerine 2 su bardağı kadar sütü azar azar döküp, unun topaklanmaması için hızlı bir şekilde karıştırın. Beşamel sos koyulaşana kadar sürekli karıştırın. Son olarak tuz ve karabiber ekleyin. Karıştırıp, ocaktan alın. Haşlanan brokoliyi süzün ve brokoliyi orta boy bir fırın kabına koyun. Hazırladığınız beşamel sosu brokoliğin üzerine gezdirin. Son olarak rendelenmiş kaşar peynir serpiştirin. Önceden ısıtılmış 180 derece fırına verin. Üzeri kızarana kadar yaklaşık 10 dakika pişirin."
Brüksel Lahanası Graten,ana yemek,brüksel lahanası patates tere yağı un süt tuz karabiber kırmızı toz biber sarımsak tozu rendelenmiş kaşar peyniri,"Brüksel lahanasının dış yapraklarını temizleyip, güzelce yıkayın. Brüksel lahanalarını uzunlamasına ikiye kesin. Lahanaları derin bir tencere içine koyup, üzerlerini geçecek kadar kaynar su döküp, dağılmayacak şekilde hafifçe yumuşayana kadar haşlayın. Patateslerin kabuğunu soyun. Patatesleri lahanaların büyüklüğünde olacak şekilde kesip, bir tencere içine koyun. Üzerlerine kaynar su döküp, dağılmayacak şekilde hafifçe yumuşayana kadar haşlayın. Haşladığınız brüksel lahanasını ve patateslerin suyunu süzüp, kenara alın. Geniş bir tencere içine 1 yemek kaşığı tereyağı koyup, eritin. Eriyen yağın üzerine 1 buçuk yemek kaşığı un ekleyin. Unun kokusu çıkana kadar kavurun. Kavrulan unun üzerine 2 buçuk su bardağı soğuk sütü azar azar dökün. Topaklanma olmaması için bir yandan da hızlı bir şekilde karıştırın. Damak tadınıza göre tuz, karabiber, kırmızı toz biber ve sarımsak tozu ekleyip, hafifçe koyu bir kıvam alana kadar pişirin. Pişen sosun içine haşladığınız brüksel lahanası ve patatesleri koyun. Sebzeleri sosla beraber güzelce karıştırıp, 1 dakika kadar daha pişirin. Hazırladığınız soslu brüksel lahanası ve patatesi orta boy bir fırın kabı içine koyup, güzelce yayın. Üzerlerine bolca rendelenmiş kaşar peynir serpiştirip, küçük küçük tereyağı parçaları koyun. Önceden ısıtılmış 190 derece fırına verin. Üzeri hafifçe kızarana kadar pişirin."
Fırında Bamya Yemeği,ana yemek,taze bamya domates kuru soğan sarimsak yeşil biber kırmızı kapya biber limon suyu zeytinyağı tuz karabiber,"Taze bamyanın sap kısmında kalın tüyleri varsa temizleyin. Bamyaları bol su içinde yıkayıp, ardından iyice kurulayın. Bamyaları kuruladıktan sonra sap kısımlarını bıçak ile sağdan sola doğru döndürerek, kesin ve tepe kısmını huni şeklinde çıkartın. 3 adet orta boy domatesin kabuğunu soyup, ince ince doğrayın. 2 adet orta boy soğanı ay şeklinde ince ince doğrayın. 2 diş sarımsağı küçük küçük doğrayın. 1 adet yeşil biber ve 1 adet kırmızı kaya biberin de çekirdek kısımlarını temizleyip, küçük küpler şeklinde doğrayın. Orta boy geniş bir fırın kabı içine ayıkladığınız bamyaları koyun. Bamyaların üzerine doğranmış soğanları, sarımsakları ve biberleri ekleyin. Ardından doğranmış domatesleri, 1 adet sıkılmış limon suyu ve yarım çay bardağı zeytinyağı koyun. Son olarak damak tadınıza göre tuz ve karabiber ekleyin. Önceden ısıtılmış 180 derece fırına verin. Yaklaşık 45 dakika kadar kontrollü bir şekilde pişirin. Bu süre sonunda yemeğin üzerinden yağlı kağıdı alıp, 5 dakika kadar daha pişirmeye devam edin."
